Architect
in Kazuyo Sejima style,
in Kees Christiaanse style,
in Keith Griffiths style,
in Kengo Kuma style,
in Kevin Kennon style,
in Lise Anne Couture style,
in Marco Casagrande style,
in Mariam Kamara style,
in Massimiliano Fuksas, Italy style,
in Maya Lin, US style,
in Michael Middleton Dwyer, US style,
in Michael Green, Canada style,
in Michel Abboud style,
in Nabil Gholam style,
in Norman Foster, style,
in Odile Decq, style,
in Olajumoke Adenowo style,
in Peter Eisenman style,
in Peter Exley, US style,
in Pouya Khazaeli style,
in Rafiq Azam, Bangladesh style,
in Rem Koolhaas style,
in Roger Duffy style,
in Ron Arad style,
in Sunita Kohli style,
in Sean Godsell style,
in Shigeru Ban style,
in Sir Terry Farrell, UK style,
in Sou Fujimoto style,
in Stefano Boeri, Italy style,
in Stephan Braunfels style,
in Steven Holl style,
in Sue Courtenay, Belize style,
in Sunay Erdem style,
in Tatiana Bilbao, Mexico style,
in T.J. Gottesdiener style,
in Terence Conran style,
in Thom Mayne style,
in Thomas Doerr style,
in Thomas Herzog style,
in Tom Kundig style,
in Tony Fretton style,
in Toshiko Mori, Japan style,
in Toyo Ito style,
in Wiel Arets style,
in William McDonough style,
in Zaha Hadid style,
in Nzinga Biegueng Mboup, Senegal style,
in Florent Nédélec style,
in Enamul Karim Nirjhar style,
in Samuel Oghale Oboh style,
in Liz Ogbu style,
in Neri Oxman style,
in Satyendra Pakhale style,
in Mustapha Khalid Palash style,
in Bimal Patel style,
in Thomas Phifer style,
in Renzo Piano, Italy style,
in Dimitris Potiropoulos style,
in Antoine Predock style,
in Joshua Prince-Ramus style,
in Philippe Rahm style,
in Richard Rogers, UK style,
in Fernando Romero, Mexico style,
in Lawrence Scarpa style,
in Kazuyo Sejima style,
in Adrian Smith style,
in Galia Solomonoff style,
in Sheila Sri Prakash style,
in Paul Steelman style,
in Marshall Strabala style,
in Sergei Tchoban style,
in Jack Travis style,
in Victor Vechersky style,
in Ross Wimer style,
in Wang Shu style,
in Jörg Stollmann, Germany style,
in Wilfried van Winden style,
in Gert Wingårdh style,
in Jun Xia, China style,
in Ken Yeang style,
